Category,Specialty Area,Work Role,Competency Grouping,Competency ID,Competency,KSA ID,KSA
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,S0064,Skill in developing and executing technical training programs and curricula.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,S0064,Skill in developing and executing technical training programs and curricula.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,S0100,"Skill in utilizing or developing learning activities (e.g., scenarios, instructional games, interactive exercises). "
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Leadership,C052,Teaching Others,S0101,"Skill in utilizing technologies (e.g., SmartBoards, websites, computers, projectors) for instructional purposes. "
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Leadership,C052,Teaching Others,S0102,Skill in applying technical delivery capabilities.
Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Analyze (AN),All-Source Analysis (ASA),Mission Assessment Specialist (AN-ASA-002),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C053,Technology Awareness,K0380,Knowledge of collaborative tools and environments.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),Technical,C053,Technology Awareness,K0380,Knowledge of collaborative tools and environments.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Ops Planner (CO-OPL-002),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Collect and Operate (CO),Cyber Operational Planning (OPL),Partner Integration Planner (CO-OPL-003),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Oversee and Govern (OV),Executive Cyber Leadership (EXL),Executive Cyber Leadership (OV-EXL-001),Technical,C053,Technology Awareness,S0358,Skill to remain aware of evolving technical infrastructures.
Analyze (AN),Exploitation Analysis (EXP),Exploitation Analyst (AN-EXP-001),Technical,C053,Technology Awareness,K0523,"Knowledge of products and nomenclature of major vendors (e.g., security suites - Trend Micro, Symantec, McAfee, Outpost, and Panda) and how those products affect exploitation and reduce vulnerabilities."
Operate and Maintain (OM),Knowledge Management (KMG),Knowledge Manager (OM-KMG-001),Technical,C053,Technology Awareness,K0094,"Knowledge of the capabilities and functionality associated with content creation technologies (e.g., wikis, social networking, content management systems, blogs)."
Operate and Maintain (OM),Knowledge Management (KMG),Knowledge Manager (OM-KMG-001),Technical,C053,Technology Awareness,K0096,"Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint)."
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),Technical,C053,Technology Awareness,K0476,Knowledge of language processing tools and techniques.
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),Technical,C053,Technology Awareness,A0046,"Ability to monitor and assess the potential impact of emerging technologies on laws, regulations, and/or policies."
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Privacy Officer/Privacy Compliance Manager (OV-LGA-002),Technical,C053,Technology Awareness,A0112,Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.
Oversee and Govern (OV),Legal Advice and Advocacy (LGA),Cyber Legal Advisor (OV-LGA-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),Technical,C053,Technology Awareness,K0071,Knowledge of remote access technology concepts.
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Information Technology (IT) Project Manager (OV-PMA-002),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Oversee and Govern (OV),Project Management/Acquisition and Program (PMA),Product Support Manager (OV-PMA-003),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C053,Technology Awareness,A0112,Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.
Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),Technical,C053,Technology Awareness,A0003,Ability to determine the validity of technology trend data.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),Technical,C053,Technology Awareness,K0309,Knowledge of emerging technologies that have potential for exploitation.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Technical,C053,Technology Awareness,K0309,Knowledge of emerging technologies that have potential for exploitation.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),Technical,C053,Technology Awareness,K0311,Knowledge of industry indicators useful for identifying technology trends.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Technical,C053,Technology Awareness,K0311,Knowledge of industry indicators useful for identifying technology trends.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Policy and Strategy Planner (OV-SPP-002),Technical,C053,Technology Awareness,K0335,Knowledge of current and emerging cyber technologies.
Oversee and Govern (OV),Strategic Planning and Policy (SPP),Cyber Workforce Developer and Manager (OV-SPP-001),Technical,C053,Technology Awareness,K0335,Knowledge of current and emerging cyber technologies.
Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),Technical,C053,Technology Awareness,K0071,Knowledge of remote access technology concepts.
Securely Provision (SP),Systems Architecture (ARC),Enterprise Architect (SP-ARC-001),Technical,C053,Technology Awareness,K0212,Knowledge of cybersecurity-enabled software products.
Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),Technical,C053,Technology Awareness,K0212,Knowledge of cybersecurity-enabled software products.
Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),Technical,C053,Technology Awareness,K0212,Knowledge of cybersecurity-enabled software products.
Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Analyze (AN),Targets (TGT),Target Developer (AN-TGT-001),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Analyze (AN),Targets (TGT),Target Network Analyst (AN-TGT-002),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),Technical,C053,Technology Awareness,K0212,Knowledge of cybersecurity-enabled software products.
Analyze (AN),Threat Analysis (TWA),Threat/Warning Analyst (AN-TWA-001),Technical,C053,Technology Awareness,K0431,Knowledge of evolving/emerging communications technologies.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Technical,C053,Technology Awareness,A0112,Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructor (OV-TEA-002),Technical,C053,Technology Awareness,A0112,Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.
Oversee and Govern (OV),"Training, Education, and Awareness (TEA)",Cyber Instructional Curriculum Developer (OV-TEA-001),Technical,C053,Technology Awareness,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
